Name,CastCount,ChargeCount,1LB_2obj,1LB_2,1LB_3,1LB_Best,1LB_2Ratio,1LB_3Ratio,1LB_2Time,1LB_3Time,2CIObj1,2CIObj2,2CIObj3,2CIObj4,2CIObjTotal,2CITime,3DCAObj1,3DCAObj2,3DCAObj3,3DCAObj4,3DCAObjTotal,3DCAIters,3DCATime,4DCHObj1,4DCHObj2,4DCHObj3,4DCHObj4,4DCHObjTotal,4DCHTime,5MIObj1,5MIObj2,5MIObj3,5MIObj4,5MIObjTotal,5MIinitLB,5MIfinalLB,5MITimeLimit,5MITime,ImprovTotal,ObjGap,TimeTotal
me_69,3,17,1659.0,1659.0,1641.0,1659.0,1.0,0.9891500904159132,0.8,0.2,0.0,68.0,537.0,1132.0,1771.0,1.37,0.0,21.0,750.0,911.0,1692.5,1,3.67,0.0,0.0,734.0,933.0,1667.0,1.56,0.0,0.0,734.0,933.0,1667.0,1659.0,1667.0,592.4111330795288,590.19,0.0623875224955009,0.0,597.7900000000001
me_70,4,23,2684.0,2684.0,2678.0,2684.0,1.0,0.9977645305514158,10.54,0.22,0.0,109.0,834.0,1950.0,2947.5,1.28,0.0,89.0,1370.0,1324.0,2827.5,1,14.03,0.0,57.0,1415.0,1279.0,2779.5,62.2,0.0,26.0,707.0,1977.0,2723.0,2684.0,2684.0,511.7472343730926,511.82,0.08244583180315829,0.014530551415797318,600.09
me_71,4,23,2622.0,2622.0,2622.0,2622.0,1.0,1.0,9.3,0.29,0.0,169.0,846.0,1824.0,2923.5,2.94,0.0,63.0,851.0,1820.0,2765.5,1,3.88,0.0,15.0,864.0,1782.0,2668.5,47.31,0.0,15.0,874.0,1768.0,2664.5,2622.0,2622.0,536.3089292049408,536.44,0.09720397823231375,0.016209000762776506,600.1600000000001
me_72,3,16,1173.0,1173.0,1163.0,1173.0,1.0,0.9914748508098892,0.69,0.18,0.0,63.0,551.0,645.0,1290.5,0.74,0.0,43.0,565.0,624.0,1253.5,1,3.37,0.0,27.0,591.0,588.0,1219.5,10.99,0.0,27.0,591.0,588.0,1219.5,1173.0,1219.5,584.0463846111297,335.85,0.05822058220582206,0.0,351.82000000000005
me_73,4,20,1698.0,1698.0,1691.0,1698.0,1.0,0.9958775029446407,4.94,0.79,0.0,100.0,950.0,836.0,1936.0,2.09,0.0,47.0,930.0,851.0,1851.5,1,4.06,0.0,33.0,927.0,848.0,1824.5,61.38,0.0,17.0,975.0,782.0,1782.5,1698.0,1698.0,526.7504299545288,526.84,0.08611500701262272,0.04976442873969376,600.1
me_74,4,21,2651.5,2651.5,2619.0,2651.5,1.0,0.9877427871016405,7.09,0.26,0.0,116.0,1269.0,1493.0,2936.0,4.29,0.0,73.0,1253.0,1520.0,2882.5,1,6.22,0.0,46.0,1301.0,1454.0,2824.0,44.25,0.0,44.0,1277.0,1452.0,2795.0,2651.5,2651.5,537.9073652744294,538.01,0.05044722719141324,0.05412030925891005,600.12
me_75,3,15,1353.0,1353.0,1352.0,1353.0,1.0,0.9992609016999261,0.66,0.13,0.0,36.0,296.0,1094.0,1444.0,0.48,0.0,16.0,358.0,1010.0,1392.0,1,0.71,0.0,16.0,363.0,990.0,1377.0,1.52,0.0,16.0,363.0,990.0,1377.0,1353.0,1377.0,596.5070750617981,43.91,0.048656499636891795,0.0,47.41
me_76,3,17,1248.0,1248.0,1248.0,1248.0,1.0,1.0,0.62,0.23,0.0,119.0,460.0,798.0,1436.5,1.81,0.0,85.0,467.0,811.0,1405.5,1,2.75,0.0,26.0,464.0,817.0,1320.0,43.54,0.0,26.0,464.0,817.0,1320.0,1248.0,1248.0,551.0674902248383,551.16,0.08825757575757576,0.057692307692307696,600.11
me_77,3,16,1319.0,1319.0,1314.0,1319.0,1.0,0.9962092494313874,0.83,0.25,0.0,135.0,587.0,741.0,1530.5,2.68,0.0,111.0,603.0,737.0,1506.5,1,2.34,0.0,81.0,575.0,759.0,1455.5,42.18,0.0,81.0,565.0,769.0,1455.5,1319.0,1319.0,551.7227229118347,551.77,0.05152868430092752,0.10348749052312357,600.05
me_78,3,17,1482.0,1482.0,1456.0,1482.0,1.0,0.9824561403508771,6.85,0.2,0.0,126.0,691.0,816.0,1696.0,8.38,0.0,69.0,795.0,724.0,1622.5,1,8.86,0.0,43.0,788.0,705.0,1557.5,14.87,0.0,43.0,788.0,705.0,1557.5,1482.0,1557.5,560.8620498085022,441.08,0.08892455858747994,0.0,480.24
me_79,4,22,2070.0,2070.0,2050.0,2070.0,1.0,0.9903381642512077,3.92,0.31,0.0,189.0,1155.0,1047.0,2485.5,5.51,0.0,98.0,1111.0,1049.0,2307.0,1,10.28,0.0,49.0,1109.0,1053.0,2235.5,74.57,0.0,44.0,1106.0,1055.0,2227.0,2070.0,2070.0,505.4252705001831,505.52,0.11607543780871127,0.07584541062801932,600.11
me_80,4,22,2992.0,2992.0,2975.0,2992.0,1.0,0.9943181818181818,12.08,0.25,0.0,99.0,991.0,2199.0,3338.5,1.75,0.0,41.0,1120.0,1932.0,3113.5,1,10.7,0.0,7.0,1179.0,1857.0,3046.5,30.76,0.0,7.0,1179.0,1857.0,3046.5,2992.0,2992.0,544.4771060752869,544.56,0.09584769407516823,0.01821524064171123,600.0999999999999
me_81,3,17,1443.0,1443.0,1442.0,1443.0,1.0,0.9993069993069993,3.73,0.23,0.0,25.0,779.0,726.0,1542.5,2.64,0.0,43.0,543.0,916.0,1523.5,1,2.48,0.0,0.0,717.0,781.0,1498.0,21.93,0.0,1.0,697.0,780.0,1478.5,1443.0,1476.0,569.0124784946441,569.06,0.043287115319580655,0.0016937669376693768,600.0699999999999
me_82,4,23,2507.0,2507.0,2506.0,2507.0,1.0,0.9996011168727563,2.86,0.37,0.0,120.0,904.0,1652.0,2736.0,0.86,0.0,12.0,853.0,1698.0,2569.0,1,4.73,0.0,12.0,897.0,1643.0,2558.0,11.85,0.0,20.0,1063.0,1444.0,2537.0,2507.0,2507.0,579.3423921585083,579.44,0.07843910130074892,0.011966493817311527,600.11
me_83,4,22,2833.0,2833.0,2833.0,2833.0,1.0,1.0,4.92,0.29,0.0,99.0,1149.0,1812.0,3109.5,2.2,0.0,29.0,1252.0,1604.0,2899.5,1,16.7,0.0,1.0,1189.0,1650.0,2840.5,12.96,0.0,1.0,1244.0,1595.0,2840.5,2833.0,2833.0,562.9459847450256,563.03,0.09470163703573314,0.002647370278856336,600.1
me_84,3,17,1439.0,1439.0,1429.0,1439.0,1.0,0.9930507296733843,0.9,0.17,0.0,53.0,582.0,889.0,1550.5,1.23,0.0,19.0,678.0,779.0,1485.5,1,2.52,0.0,0.0,644.0,812.0,1456.0,3.96,0.0,0.0,639.0,809.0,1448.0,1439.0,1448.0,591.2499251174927,275.58,0.07078729281767956,0.0,284.36
me_85,3,16,1666.0,1666.0,1666.0,1666.0,1.0,1.0,0.85,0.23,0.0,9.0,381.0,1370.0,1764.5,0.92,0.0,4.0,573.0,1128.0,1707.0,1,1.89,0.0,2.0,605.0,1089.0,1697.0,4.53,0.0,13.0,518.0,1148.0,1685.5,1666.0,1685.5,591.5969402980804,224.56,0.04687036487689113,0.0,232.98
me_86,3,16,1169.0,1169.0,1165.0,1169.0,1.0,0.9965782720273738,0.56,0.19,0.0,24.0,440.0,763.0,1239.0,1.19,0.0,16.0,368.0,801.0,1193.0,1,1.68,0.0,0.0,350.0,819.0,1169.0,0.78,0.0,0.0,338.0,831.0,1169.0,1169.0,1169.0,595.620226202011,0.1,0.059880239520958084,0.0,4.5
me_87,4,21,2569.0,2569.0,2564.0,2569.0,1.0,0.9980537173997664,4.07,0.21,0.0,72.0,924.0,1868.0,2900.0,1.18,0.0,39.0,1098.0,1562.0,2718.5,1,5.63,0.0,26.0,1199.0,1384.0,2622.0,50.26,0.0,19.0,1137.0,1444.0,2609.5,2569.0,2569.0,538.6718727111817,538.78,0.11132400843073385,0.015764889061891788,600.13
me_88,4,21,1345.0,1345.0,1328.0,1345.0,1.0,0.9873605947955391,9.61,0.22,0.0,187.0,846.0,614.0,1740.5,5.2,0.0,183.0,846.0,614.0,1734.5,1,10.83,0.0,122.0,912.0,587.0,1682.0,66.4,0.0,92.0,847.0,648.0,1633.0,1345.0,1345.0,507.7571513271332,507.82,0.06582976117575015,0.21412639405204462,600.08
me_89,3,18,2101.0,2101.0,2101.0,2101.0,1.0,1.0,1.3,0.24,0.0,89.0,1084.0,1017.0,2234.5,1.37,0.0,38.0,1273.0,828.0,2158.0,1,8.23,0.0,11.0,910.0,1191.0,2117.5,28.76,0.0,2.0,916.0,1185.0,2104.0,2101.0,2101.0,560.1056804466248,560.17,0.06202471482889734,0.0014278914802475012,600.0699999999999
me_90,3,17,1142.0,1142.0,1142.0,1142.0,1.0,1.0,0.76,0.3,0.0,105.0,533.0,633.0,1323.5,20.83,0.0,92.0,541.0,611.0,1290.0,1,5.31,0.0,65.0,540.0,610.0,1247.5,62.24,0.0,44.0,665.0,483.0,1214.0,1142.0,1142.0,510.5887655448914,510.64,0.09019769357495881,0.06304728546409807,600.0799999999999
me_91,4,21,2249.0,2249.0,2245.0,2249.0,1.0,0.9982214317474433,4.57,0.21,0.0,95.0,1443.0,1002.0,2587.5,3.89,0.0,57.0,1273.0,1021.0,2379.5,1,8.56,0.0,38.0,1288.0,1011.0,2356.0,42.27,0.0,31.0,1210.0,1075.0,2331.5,2249.0,2249.0,540.5062214374542,540.59,0.10980055758095647,0.03668297020898177,600.09
me_92,4,23,1761.0,1761.0,1768.0,1768.0,0.9960407239819005,1.0,9.15,1.41,0.0,190.0,510.0,1267.0,2062.0,9.96,0.0,87.0,567.0,1226.0,1923.5,1,22.66,0.0,33.0,578.0,1221.0,1848.5,67.74,0.0,28.0,592.0,1203.0,1837.0,1768.0,1780.0,489.0918055057525,489.18,0.12248230811105063,0.03202247191011236,600.1
me_93,4,22,1639.0,1639.0,1637.0,1639.0,1.0,0.9987797437461867,2.66,0.2,0.0,112.0,748.0,941.0,1857.0,1.31,0.0,41.0,750.0,928.0,1739.5,1,4.23,0.0,24.0,762.0,907.0,1705.0,27.68,0.0,13.0,770.0,883.0,1672.5,1639.0,1639.0,563.9278774166107,564.02,0.11031390134529148,0.02043929225137279,600.1
me_94,4,22,1965.0,1965.0,1958.0,1965.0,1.0,0.9964376590330789,8.61,0.28,0.0,52.0,751.0,1379.0,2208.0,2.35,0.0,32.0,809.0,1282.0,2139.0,1,9.12,0.0,19.0,961.0,1093.0,2082.5,30.86,0.0,9.0,905.0,1121.0,2039.5,1965.0,1965.0,548.8049935436248,548.89,0.0826182887962736,0.03791348600508906,600.11
me_95,3,17,1372.0,1372.0,1371.0,1372.0,1.0,0.999271137026239,1.06,0.24,0.0,16.0,563.0,884.0,1471.0,2.46,0.0,22.0,664.0,744.0,1441.0,1,3.88,0.0,24.0,695.0,689.0,1420.0,22.88,0.0,22.0,693.0,685.0,1411.0,1372.0,1372.0,569.4813780212403,569.54,0.042523033309709427,0.028425655976676383,600.06
me_96,3,18,1672.0,1672.0,1666.0,1672.0,1.0,0.9964114832535885,0.75,0.32,0.0,84.0,583.0,1098.0,1807.0,4.62,0.0,24.0,653.0,1035.0,1724.0,1,8.19,0.0,0.0,648.0,1024.0,1672.0,9.53,0.0,0.0,648.0,1024.0,1672.0,1672.0,1672.0,576.6155588531494,0.13,0.08074162679425838,0.0,23.539999999999996
me_97,4,22,2437.0,2437.0,2430.0,2437.0,1.0,0.9971276159212146,3.63,0.23,0.0,118.0,944.0,1537.0,2658.0,1.18,0.0,44.0,1037.0,1438.0,2541.0,1,5.17,0.0,31.0,1030.0,1427.0,2503.5,36.88,0.0,31.0,1024.0,1432.0,2502.5,2437.0,2440.0,552.9408923339844,553.08,0.06213786213786214,0.025614754098360656,600.1700000000001
me_98,4,22,2393.0,2393.0,2388.0,2393.0,1.0,0.9979105725031342,4.75,0.26,0.0,179.0,1371.0,1160.0,2799.5,5.82,0.0,52.0,1533.0,983.0,2594.0,1,9.98,0.0,26.0,1553.0,969.0,2561.0,69.72,0.0,22.0,1544.0,949.0,2526.0,2393.0,2393.0,509.5073850917816,509.59,0.10827395091053048,0.055578771416631846,600.12
me_99,3,16,1674.0,1674.0,1662.0,1674.0,1.0,0.992831541218638,0.7,0.36,0.0,59.0,345.0,1556.0,1989.5,2.13,0.0,51.0,345.0,1556.0,1977.5,1,2.91,0.0,33.0,360.0,1508.0,1917.5,39.32,0.0,30.0,376.0,1482.0,1903.0,1674.0,1674.44,554.5812587356568,554.64,0.045454545454545456,0.13649936695253334,600.06
